epoch,b,test,testSim,testSimRN,train,trainSim,trainSimRN
33,1,0.784211505,0.456665974,0.459895232,0.80388958,0.485134343,0.484387387
34,1,0.781916081,0.462630238,0.465862374,0.803514007,0.487871453,0.484437165
35,1,0.783684346,0.456756095,0.45999095,0.804222607,0.486909849,0.484484177
36,1,0.785310981,0.456797502,0.460034928,0.804470472,0.486950636,0.484528648
37,1,0.785393431,0.462747507,0.460076592,0.805200826,0.485247709,0.484570779
38,1,0.782247527,0.457900379,0.460116119,0.804648158,0.488440815,0.484610749
39,1,0.78460741,0.4569093,0.46015367,0.804984123,0.488477472,0.481695414
40,1,0.782783633,0.461473552,0.460189389,0.804849583,0.491425169,0.48468484
41,1,0.783069482,0.459468045,0.460223408,0.805965555,0.487516969,0.481767816
42,1,0.782314193,0.462310077,0.460255844,0.804869281,0.491840815,0.484752039
43,1,0.782499005,0.466203027,0.460286805,0.805510136,0.492337886,0.484783347
44,1,0.781036764,0.46661752,0.460316391,0.805080311,0.488432219,0.484813264
45,1,0.781699593,0.455238464,0.46034469,0.805412492,0.495068057,0.481893733
46,1,0.780778286,0.458075122,0.460371785,0.804880806,0.493826607,0.481921863
47,1,0.780716801,0.467855493,0.460397751,0.805851642,0.494900923,0.481948821
48,1,0.780479439,0.462374418,0.460422657,0.805914647,0.49597464,0.481974679
49,1,0.780960662,0.462785977,0.460446567,0.806203183,0.497047794,0.481999503
0,3,0.704645642,0.325544077,0.272683754,0.723692345,0.34659299,0.291427449
1,3,0.719870684,0.294859551,0.262463542,0.737831095,0.313598158,0.28318808
2,3,0.72672238,0.356116865,0.365580006,0.745133269,0.393751588,0.387941982
3,3,0.73065456,0.363993034,0.366475005,0.748383334,0.395416448,0.385325827
4,3,0.732740253,0.367588912,0.362020094,0.749525662,0.399686764,0.386120159
5,3,0.734269678,0.362552074,0.358257282,0.752548893,0.383193218,0.384191844
6,3,0.730366109,0.369228776,0.358659343,0.749257498,0.393805698,0.38464629
7,3,0.737252779,0.370703012,0.358971,0.75422219,0.389065836,0.381885966
8,3,0.736307123,0.361504038,0.357321902,0.754627184,0.390725183,0.387067142
9,3,0.734616496,0.366223533,0.354594496,0.750931159,0.387736449,0.384340572
10,3,0.731549397,0.364692454,0.36386537,0.747259579,0.389015845,0.386293229
11,3,0.741952937,0.37803359,0.364004664,0.759042395,0.400433327,0.389876607
12,3,0.739928332,0.369722686,0.355083142,0.758525065,0.395663832,0.388143746
13,3,0.718495075,0.372757089,0.361703893,0.735157799,0.389521526,0.394748602
14,3,0.738111636,0.372900262,0.36892107,0.753954467,0.394277506,0.392516565
15,3,0.739997911,0.37104658,0.372021924,0.756810216,0.397761606,0.381805922
16,3,0.726588777,0.394768858,0.388668832,0.745782946,0.422421056,0.418007274
17,3,0.733846193,0.400137379,0.391070022,0.749975445,0.424761876,0.422324533
18,3,0.744239372,0.396702363,0.391263719,0.762999128,0.423669209,0.420155808
19,3,0.740959322,0.400401681,0.391438445,0.761076668,0.422660471,0.420326956
20,3,0.754068548,0.398337369,0.391596856,0.77250133,0.418869686,0.418993062
21,3,0.749774085,0.395612082,0.394719844,0.770046988,0.430761297,0.421793686
22,3,0.720921267,0.395216952,0.39233808,0.740479987,0.413866162,0.41826689
23,3,0.755276206,0.422375727,0.427960005,0.778082488,0.449631427,0.451040146
24,3,0.755704675,0.422484808,0.427006219,0.777807893,0.450909836,0.457452224
25,3,0.758607118,0.42258558,0.428175168,0.780297258,0.454395142,0.452821569
26,3,0.755809829,0.427292632,0.42360007,0.776289769,0.453102457,0.451347566
27,3,0.757808992,0.421799731,0.428359872,0.780445865,0.456925887,0.4530095
28,3,0.758653995,0.421622045,0.420796834,0.782014057,0.447974321,0.448706419
29,3,0.761399948,0.418978141,0.428520157,0.783456142,0.453064412,0.450206094
30,3,0.75918851,0.416876079,0.423933651,0.782669019,0.456020338,0.451665656
31,3,0.761839367,0.416944895,0.424004115,0.783178285,0.453955111,0.447540471
32,3,0.760896076,0.414113689,0.425742028,0.784547763,0.447267105,0.44760675
33,3,0.76166211,0.417070471,0.417661176,0.784918649,0.445634935,0.44766916
34,3,0.758611358,0.419387417,0.42662209,0.782600778,0.447927869,0.453941842
35,3,0.761999991,0.419351171,0.421264109,0.785573635,0.441907197,0.447783654
36,3,0.763169453,0.419401661,0.42131653,0.785866414,0.44708484,0.447836292
37,3,0.762925016,0.422432819,0.421366211,0.786607657,0.442488287,0.447886178
38,3,0.761762458,0.417305073,0.421413361,0.786408434,0.444220233,0.447933523
39,3,0.763065716,0.425444693,0.417977486,0.786147908,0.448328054,0.449735356
40,3,0.761963073,0.419162223,0.418021258,0.786476975,0.447227265,0.448021329
41,3,0.761683501,0.420878503,0.418062959,0.786597479,0.446153658,0.446570187
42,3,0.762216549,0.420174177,0.421580163,0.78642371,0.448660079,0.448101016
43,3,0.761864645,0.422165694,0.418140707,0.786778363,0.448059279,0.448138159
44,3,0.760575825,0.422397387,0.426286512,0.786103995,0.444277815,0.44817366
45,3,0.761073904,0.416659161,0.418211731,0.78660932,0.448467498,0.446715476
46,3,0.76095502,0.415412046,0.418244988,0.786423318,0.450472057,0.446747957
47,3,0.761180653,0.420383739,0.418276867,0.786717439,0.451667194,0.446779091
48,3,0.761204222,0.420327214,0.418307451,0.787313311,0.453038917,0.446808962
49,3,0.760281231,0.420553009,0.418336819,0.786912017,0.454231856,0.446837644
